text,zone_id,parameter,direction,intensity,source
getting too drafty,UNSPECIFIED,airflow,decrease,moderate,template_train
the guest room is slightly dry,zone_bedroom,humidity,increase,mild,template_train
"can you do something about the my room, it's suffocating",zone_bedroom,airflow,increase,strong,template_train
"please fix teh bathroom, it's muggy",zone_bathroom,humidity,decrease,moderate,template_train
we're sitting in the drawing hall and it's like a wind tunnel,zone_living,airflow,decrease,strong,template_train
it's been quite cold in the bedroom all day,zone_bedroom,temperature,increase,moderate,template_train
"please fix the bed room, it's muggy",zone_bedroom,humidity,decrease,moderate,template_train
really dry in the study again,zone_office,humidity,increase,moderate,template_train
completely airless in the bed room again,zone_bedroom,airflow,increase,strong,template_train
the study is too stuffy,zone_office,airflow,increase,moderate,template_train
"can you do something about the mud room, it's dry",zone_common,humidity,increase,moderate,template_train
it is really dry in the study room,zone_office,humidity,increase,moderate,template_train
muggy in the lounge again,zone_living,humidity,decrease,moderate,template_train
we're sitting in the bath and it's too cold,zone_bathroom,temperature,increase,moderate,template_train
dry in the master bedroom again,zone_bedroom,humidity,increase,moderate,template_train
"can you do something about the bath, it's slightly breezy",zone_bathroom,airflow,decrease,mild,template_train
it's a touch cold in here,UNSPECIFIED,temperature,increase,mild,template_train
getting blasting air everywhere,UNSPECIFIED,airflow,decrease,strong,template_train
"can you do something about the my room, it's a touch cold",zone_bedroom,temperature,increase,mild,template_train
we're sitting in the study room and it's so dry my throat hurts,zone_office,humidity,increase,strong,template_train
still colder than I'd like,UNSPECIFIED,temperature,increase,moderate,template_train
it's been drafty in the den all day,zone_living,airflow,decrease,moderate,template_train
the game room is too drafty,zone_living,airflow,decrease,moderate,template_train
the bathroom is a bit humid,zone_bathroom,humidity,decrease,mild,template_train
teh den is unbearably muggy,zone_living,humidity,decrease,strong,template_train
it's been colder than I'd like in the washroom all day,zone_bathroom,temperature,increase,moderate,template_train
"can you do something about the bedroom, its slightly dry",zone_bedroom,humidity,increase,mild,template_train
the lobby is so dry my throat hurts,zone_common,humidity,increase,strong,template_train
it's been not enough air moving in teh living room all day,zone_living,airflow,increase,moderate,template_train
it's suffocating again in here,UNSPECIFIED,airflow,increase,strong,template_train
we're sitting in the kitchen and it's completely airless,zone_kitchen,airflow,increase,strong,template_train
"please fix the hallway, it's so dry my throat hurts",zone_common,humidity,increase,strong,template_train
it's slightly breezy,UNSPECIFIED,airflow,decrease,mild,template_train
it's too stuffy again in here,UNSPECIFIED,airflow,increase,moderate,template_train
bathroom is dry,zone_bathroom,humidity,increase,moderate,template_train
now it's slightly breezy,UNSPECIFIED,airflow,decrease,mild,template_train
it is slightly stale in the bed room,zone_bedroom,airflow,increase,mild,template_train
honestly it's just boiling,UNSPECIFIED,temperature,decrease,strong,template_train
bath is slightly warm,zone_bathroom,temperature,decrease,mild,template_train
slightly warm in the dining area again,zone_common,temperature,decrease,mild,template_train
we're sitting in the drawing hall and it's really dry,zone_living,humidity,increase,moderate,template_train
kitchen is not enough air moving,zone_kitchen,airflow,increase,moderate,template_train
it is boiling in the bathroom,zone_bathroom,temperature,decrease,strong,template_train
the game room is quite cold,zone_living,temperature,increase,moderate,template_train
teh kitchen is warmer than I'd like,zone_kitchen,temperature,decrease,moderate,template_train
now it's too cold,UNSPECIFIED,temperature,increase,moderate,template_train
the lobby is like a wind tunnel,zone_common,airflow,decrease,strong,template_train
"can you do something about the front room, it's too hot",zone_living,temperature,decrease,moderate,template_train
it's been windy in the washroom all day,zone_bathroom,airflow,decrease,moderate,template_train
honestly it's just slightly warm,UNSPECIFIED,temperature,decrease,mild,template_train
getting quite cold,UNSPECIFIED,temperature,increase,moderate,template_train
dining area is dry,zone_common,humidity,increase,moderate,template_train
kitchen is dry,zone_kitchen,humidity,increase,moderate,template_train
"can you do something about the mud room, it's slightly breezy",zone_common,airflow,decrease,mild,template_train
living room is freezing,zone_living,temperature,increase,strong,template_train
the work room is a little too warm,zone_office,temperature,decrease,mild,template_train
its too drafty,UNSPECIFIED,airflow,decrease,moderate,template_train
the drawing hall is drafty,zone_living,airflow,decrease,moderate,template_train
bedroom is way too hot,zone_bedroom,temperature,decrease,strong,template_train
kitchen is too cold,zone_kitchen,temperature,increase,moderate,template_train
living room is unbearably muggy,zone_living,humidity,decrease,strong,template_train
sticky in the work room again,zone_office,humidity,decrease,moderate,template_train
it is slightly warm in the lobby,zone_common,temperature,decrease,mild,template_train
"please fix the kitchen, it's way too dry",zone_kitchen,humidity,increase,strong,template_train
we're sitting in the bathroom and it's like a wind tunnel,zone_bathroom,airflow,decrease,strong,template_train
it's dry in here,UNSPECIFIED,humidity,increase,moderate,template_train
it's been quite cold in the den all day,zone_living,temperature,increase,moderate,template_train
"can you do something about the kitchen, it's a touch stuffy and warm",zone_kitchen,temperature,decrease,mild,template_train
now it's too stuffy,UNSPECIFIED,airflow,increase,moderate,template_train
it's been slightly stale in the den all day,zone_living,airflow,increase,mild,template_train
"can you do something about the study, it's absolutely freezing",zone_office,temperature,increase,strong,template_train
it's been absolutely freezing in the dining area all day,zone_common,temperature,increase,strong,template_train
slightly dry in the den again,zone_living,humidity,increase,mild,template_train
its really dry in here,UNSPECIFIED,humidity,increase,moderate,template_train
it is too stuffy in the front room,zone_living,airflow,increase,moderate,template_train
"please fix the kitchen, it's a little too warm",zone_kitchen,temperature,decrease,mild,template_train
"please fix the study room, it's a bit humid",zone_office,humidity,decrease,mild,template_train
now it's warmer than I'd like,UNSPECIFIED,temperature,decrease,moderate,template_train
my room is a bit chilly,zone_bedroom,temperature,increase,mild,template_train
it's warmer than I'd like again in here,UNSPECIFIED,temperature,decrease,moderate,template_train
"please fix the lobby, its like a wind tunnel",zone_common,airflow,decrease,strong,template_train
the dining room is colder than I'd like,zone_common,temperature,increase,moderate,template_train
it's quite hot again in here,UNSPECIFIED,temperature,decrease,moderate,template_train
the my son's room is too cold,zone_bedroom,temperature,increase,moderate,template_train
"please fix the lobby, it's swampy",zone_common,humidity,decrease,strong,template_train
study is a bit humid,zone_office,humidity,decrease,mild,template_train
den is freezing,zone_living,temperature,increase,strong,template_train
"please fix the hallway, it's unbearably muggy",zone_common,humidity,decrease,strong,template_train
"please fix the living room, it's slightly breezy",zone_living,airflow,decrease,mild,template_train
we're sitting in teh guest room and it's way too dry,zone_bedroom,humidity,increase,strong,template_train
"can you do something about teh study, it's a bit humid",zone_office,humidity,decrease,mild,template_train
it's been too cold in the living room all day,zone_living,temperature,increase,moderate,template_train
it's been too hot in the study all day,zone_office,temperature,decrease,moderate,template_train
we're sitting in the my son's room and it's a little cold,zone_bedroom,temperature,increase,mild,template_train
it's like a wind tunnel in here,UNSPECIFIED,airflow,decrease,strong,template_train
it is slightly breezy in the bedroom,zone_bedroom,airflow,decrease,mild,template_train
slightly dry in the master bedroom again,zone_bedroom,humidity,increase,mild,template_train
way too cold in the kitchen again,zone_kitchen,temperature,increase,strong,template_train
blasting air everywhere in the kitchen again,zone_kitchen,airflow,decrease,strong,template_train
bedroom is unbearably hot,zone_bedroom,temperature,decrease,strong,template_train
it's been dripping with humidity in the lobby all day,zone_common,humidity,decrease,strong,template_train
"please fix the study, it's not enough air moving",zone_office,airflow,increase,moderate,template_train
work room is a touch stuffy and warm,zone_office,temperature,decrease,mild,template_train
"please fix the bedroom, it's slightly breezy",zone_bedroom,airflow,decrease,mild,template_train
honestly it's just a bit humid,UNSPECIFIED,humidity,decrease,mild,template_train
"please fix the guest room, it's airless",zone_bedroom,airflow,increase,moderate,template_train
the bath is too stuffy,zone_bathroom,airflow,increase,moderate,template_train
we're sitting in teh kitchen and it's a little cold,zone_kitchen,temperature,increase,mild,template_train
it's been way too hot in the bathroom all day,zone_bathroom,temperature,decrease,strong,template_train
it's sticky,UNSPECIFIED,humidity,decrease,moderate,template_train
"please fix the drawing hall, it's way too hot",zone_living,temperature,decrease,strong,template_train
it is unbearably muggy in the bath,zone_bathroom,humidity,decrease,strong,template_train
we're sitting in the hallway and it's colder than I'd like,zone_common,temperature,increase,moderate,template_train
it is a bit humid in the study,zone_office,humidity,decrease,mild,template_train
it's been blasting air everywhere in the den all day,zone_living,airflow,decrease,strong,template_train
it is suffocating in the front room,zone_living,airflow,increase,strong,template_train
it is slightly dry in the washroom,zone_bathroom,humidity,increase,mild,template_train
still dripping with humidity,UNSPECIFIED,humidity,decrease,strong,template_train
master bedroom is freezing,zone_bedroom,temperature,increase,strong,template_train
slightly dry in the mud room again,zone_common,humidity,increase,mild,template_train
the lobby is a little too warm,zone_common,temperature,decrease,mild,template_train
we're sitting in the master bedroom and it's way too dry,zone_bedroom,humidity,increase,strong,template_train
it's blasting air everywhere,UNSPECIFIED,airflow,decrease,strong,template_train
den is blasting air everywhere,zone_living,airflow,decrease,strong,template_train
"please fix the bath, it's way too dry",zone_bathroom,humidity,increase,strong,template_train
we're sitting in teh kitchen and it's slightly warm,zone_kitchen,temperature,decrease,mild,template_train
"can you do something about the study, it's too drafty",zone_office,airflow,decrease,moderate,template_train
a little cold in the study again,zone_office,temperature,increase,mild,template_train
it is slightly stale in the work room,zone_office,airflow,increase,mild,template_train
study room is drafty,zone_office,airflow,decrease,moderate,template_train
"please fix teh kitchen, it's slightly stale",zone_kitchen,airflow,increase,mild,template_train
kitchen is like an icebox,zone_kitchen,temperature,increase,strong,template_train
"please fix the work room, it's a little too warm",zone_office,temperature,decrease,mild,template_train
completely airless in the bath again,zone_bathroom,airflow,increase,strong,template_train
it's been too cold in the master bedroom all day,zone_bedroom,temperature,increase,moderate,template_train
the my room is airless,zone_bedroom,airflow,increase,moderate,template_train
it's been freezing in the mud room all day,zone_common,temperature,increase,strong,template_train
it's been quite cold in the guest room all day,zone_bedroom,temperature,increase,moderate,template_train
it is drafty in the study,zone_office,airflow,decrease,moderate,template_train
hallway is slightly breezy,zone_common,airflow,decrease,mild,template_train
"can you do something about teh study, it's too hot",zone_office,temperature,decrease,moderate,template_train
"please fix the drawing hall, its sticky",zone_living,humidity,decrease,moderate,template_train
"can you do something about the dining room, it's too stuffy",zone_common,airflow,increase,moderate,template_train
it's a bit chilly in here,UNSPECIFIED,temperature,increase,mild,template_train
we're sitting in teh kitchen and it's suffocating,zone_kitchen,airflow,increase,strong,template_train
honestly it's just too hot,UNSPECIFIED,temperature,decrease,moderate,template_train
getting muggy,UNSPECIFIED,humidity,decrease,moderate,template_train
"please fix the kitchen, it's slightly stale",zone_kitchen,airflow,increase,mild,template_train
getting absolutely freezing,UNSPECIFIED,temperature,increase,strong,template_train
it's been a little too warm in the kitchen all day,zone_kitchen,temperature,decrease,mild,template_train
it is way too dry in the guest room,zone_bedroom,humidity,increase,strong,template_train
we're sitting in the bathroom and it's humid,zone_bathroom,humidity,decrease,moderate,template_train
it's been completely airless in the my room all day,zone_bedroom,airflow,increase,strong,template_train
it's been warmer than I'd like in the game room all day,zone_living,temperature,decrease,moderate,template_train
colder than I'd like in the washroom again,zone_bathroom,temperature,increase,moderate,template_train
"please fix the work room, it's a bit chilly",zone_office,temperature,increase,mild,template_train
it's completely airless again in here,UNSPECIFIED,airflow,increase,strong,template_train
it's been slightly dry in the bath all day,zone_bathroom,humidity,increase,mild,template_train
getting freezing,UNSPECIFIED,temperature,increase,strong,template_train
"can you do something about the my room, it's warmer than I'd like",zone_bedroom,temperature,decrease,moderate,template_train
honestly it's just really dry,UNSPECIFIED,humidity,increase,moderate,template_train
teh study room is slightly breezy,zone_office,airflow,decrease,mild,template_train
"can you do something about the drawing hall, it's so dry my throat hurts",zone_living,humidity,increase,strong,template_train
it's suffocating,UNSPECIFIED,airflow,increase,strong,template_train
it is a little clammy in the bedroom,zone_bedroom,humidity,decrease,mild,template_train
kitchen is so dry my throat hurts,zone_kitchen,humidity,increase,strong,template_train
it's unbearably hot,UNSPECIFIED,temperature,decrease,strong,template_train
blasting air everywhere in the mud room again,zone_common,airflow,decrease,strong,template_train
"please fix the front room, it's drafty",zone_living,airflow,decrease,moderate,template_train
still absolutely freezing,UNSPECIFIED,temperature,increase,strong,template_train
honestly it's just way too dry,UNSPECIFIED,humidity,increase,strong,template_train
we're sitting in the kitchen and it's slightly warm,zone_kitchen,temperature,decrease,mild,template_train
it's too cold,UNSPECIFIED,temperature,increase,moderate,template_train
"please fix the washroom, it's blasting air everywhere",zone_bathroom,airflow,decrease,strong,template_train
"can you do something about the kitchen, it's dripping with humidity",zone_kitchen,humidity,decrease,strong,template_train
still a little cold,UNSPECIFIED,temperature,increase,mild,template_train
mud room is suffocating,zone_common,airflow,increase,strong,template_train
too cold in the kitchen again,zone_kitchen,temperature,increase,moderate,template_train
we're sitting in the bedroom and it's too drafty,zone_bedroom,airflow,decrease,moderate,template_train
we're sitting in the study and it's too drafty,zone_office,airflow,decrease,moderate,template_train
still way too dry,UNSPECIFIED,humidity,increase,strong,template_train
it's been humid in the study all day,zone_office,humidity,decrease,moderate,template_train
"can you do something about the bath, it's muggy",zone_bathroom,humidity,decrease,moderate,template_train
hallway is swampy,zone_common,humidity,decrease,strong,template_train
its blasting air everywhere again in here,UNSPECIFIED,airflow,decrease,strong,template_train
"please fix the den, it's a touch cold",zone_living,temperature,increase,mild,template_train
"can you do something about the kitchen, it's way too dry",zone_kitchen,humidity,increase,strong,template_train
it is suffocating in the bed room,zone_bedroom,airflow,increase,strong,template_train
we're sitting in the work room and it's slightly breezy,zone_office,airflow,decrease,mild,template_train
"can you do something about the dining room, it's suffocating",zone_common,airflow,increase,strong,template_train
"please fix the kitchen, it's so dry my throat hurts",zone_kitchen,humidity,increase,strong,template_train
getting warmer than I'd like,UNSPECIFIED,temperature,decrease,moderate,template_train
it is dry in the den,zone_living,humidity,increase,moderate,template_train
it is drafty in the living room,zone_living,airflow,decrease,moderate,template_train
kitchen is a touch cold,zone_kitchen,temperature,increase,mild,template_train
den is unbearably hot,zone_living,temperature,decrease,strong,template_train
we're sitting in the kitchen and it's a little clammy,zone_kitchen,humidity,decrease,mild,template_train
dry in the bathroom again,zone_bathroom,humidity,increase,moderate,template_train
now it's way too hot,UNSPECIFIED,temperature,decrease,strong,template_train
we're sitting in the bath and it's completely airless,zone_bathroom,airflow,increase,strong,template_train
it is boiling in the washroom,zone_bathroom,temperature,decrease,strong,template_train
it is blasting air everywhere in the hallway,zone_common,airflow,decrease,strong,template_train
"please fix the guest room, it's way too dry",zone_bedroom,humidity,increase,strong,template_train
"please fix the work room, it's completely airless",zone_office,airflow,increase,strong,template_train
"can you do something about the bath, it's too cold",zone_bathroom,temperature,increase,moderate,template_train
realy dry in the study again,zone_office,humidity,increase,moderate,template_train
its been dripping with humidity in the work room all day,zone_office,humidity,decrease,strong,template_train
way too hot in the kitchen again,zone_kitchen,temperature,decrease,strong,template_train
it's too stuffy,UNSPECIFIED,airflow,increase,moderate,template_train
it's been unbearably muggy in the mud room all day,zone_common,humidity,decrease,strong,template_train
it is slightly stale in the study,zone_office,airflow,increase,mild,template_train
"can you do something about the kitchen, it's too drafty",zone_kitchen,airflow,decrease,moderate,template_train
honestly it's just muggy,UNSPECIFIED,humidity,decrease,moderate,template_train
it's been slightly breezy in the dining room all day,zone_common,airflow,decrease,mild,template_train
it is a touch cold in the my room,zone_bedroom,temperature,increase,mild,template_train
honestly its just completely airless,UNSPECIFIED,airflow,increase,strong,template_train
warmer than I'd like in the study room again,zone_office,temperature,decrease,moderate,template_train
the work room is so dry my throat hurts,zone_office,humidity,increase,strong,template_train
absolutely freezing in the dining area again,zone_common,temperature,increase,strong,template_train
"can you do something about the hallway, it's slightly dry",zone_common,humidity,increase,mild,template_train
it's been a little cold in the lobby all day,zone_common,temperature,increase,mild,template_train
freezing in the mud room again,zone_common,temperature,increase,strong,template_train
we're sitting in the kitchen and it's so dry my throat hurts,zone_kitchen,humidity,increase,strong,template_train
honestly it's just a bit chilly,UNSPECIFIED,temperature,increase,mild,template_train
we're sitting in teh dining area and it's so dry my throat hurts,zone_common,humidity,increase,strong,template_train
"can you do something about the bed room, it's airless",zone_bedroom,airflow,increase,moderate,template_train
the mud room is unbearably hot,zone_common,temperature,decrease,strong,template_train
dining area is a bit chilly,zone_common,temperature,increase,mild,template_train
it's been completely airless in the guest room all day,zone_bedroom,airflow,increase,strong,template_train
now it's swampy,UNSPECIFIED,humidity,decrease,strong,template_train
"please fix the den, it's windy",zone_living,airflow,decrease,moderate,template_train
it's a bit chilly,UNSPECIFIED,temperature,increase,mild,template_train
blasting air everywhere in the study again,zone_office,airflow,decrease,strong,template_train
it's been windy in the mud room all day,zone_common,airflow,decrease,moderate,template_train
washroom is completely airless,zone_bathroom,airflow,increase,strong,template_train
honestly it's just like a wind tunnel,UNSPECIFIED,airflow,decrease,strong,template_train
work room is quite cold,zone_office,temperature,increase,moderate,template_train
washroom is airless,zone_bathroom,airflow,increase,moderate,template_train
we're sitting in the dining area and it's really dry,zone_common,humidity,increase,moderate,template_train
the work room is a bit humid,zone_office,humidity,decrease,mild,template_train
"can you do something about the den, it's a little too warm",zone_living,temperature,decrease,mild,template_train
it's so dry my throat hurts again in here,UNSPECIFIED,humidity,increase,strong,template_train
"please fix the guest room, it's humid",zone_bedroom,humidity,decrease,moderate,template_train
"can you do something about the dining room, it's sticky",zone_common,humidity,decrease,moderate,template_train
we're sitting in the study room and it's drafty,zone_office,airflow,decrease,moderate,template_train
the washroom is sweltering,zone_bathroom,temperature,decrease,strong,template_train
"can you do something about the kitchen, it's sweltering",zone_kitchen,temperature,decrease,strong,template_train
"please fix the washroom, it's muggy",zone_bathroom,humidity,decrease,moderate,template_train
we're sitting in the washroom and it's slightly breezy,zone_bathroom,airflow,decrease,mild,template_train
"can you do something about the bath, it's sticky",zone_bathroom,humidity,decrease,moderate,template_train
it's a little clammy,UNSPECIFIED,humidity,decrease,mild,template_train
we're sitting in the study and it's like an icebox,zone_office,temperature,increase,strong,template_train
getting boiling,UNSPECIFIED,temperature,decrease,strong,template_train
"please fix the study room, it's too drafty",zone_office,airflow,decrease,moderate,template_train
warmer than I'd like in the kitchn again,zone_kitchen,temperature,decrease,moderate,template_train
we're sitting in the my room and it's suffocating,zone_bedroom,airflow,increase,strong,template_train
honestly it's just drafty,UNSPECIFIED,airflow,decrease,moderate,template_train
"please fix the bathroom, it's slightly breezy",zone_bathroom,airflow,decrease,mild,template_train
it's muggy again in here,UNSPECIFIED,humidity,decrease,moderate,template_train
"please fix the my son's room, it's blasting air everywhere",zone_bedroom,airflow,decrease,strong,template_train
we're sitting in the dining area and it's slightly stale,zone_common,airflow,increase,mild,template_train
honestly it's just a little too warm,UNSPECIFIED,temperature,decrease,mild,template_train
the hallway is a little clammy,zone_common,humidity,decrease,mild,template_train
bedrom is a touch stuffy and warm,zone_bedroom,temperature,decrease,mild,template_train
washroom is dry,zone_bathroom,humidity,increase,moderate,template_train
it is slightly dry in the drawing hall,zone_living,humidity,increase,mild,template_train
master bedroom is a little clammy,zone_bedroom,humidity,decrease,mild,template_train
the sitting room is so dry my throat hurts,zone_living,humidity,increase,strong,template_train
front room is way too dry,zone_living,humidity,increase,strong,template_train
we're sitting in the lounge and it's completely airless,zone_living,airflow,increase,strong,template_train
"please fix the dining room, it's so dry my throat hurts",zone_common,humidity,increase,strong,template_train
"can you do something about the kitchen, it's too hot",zone_kitchen,temperature,decrease,moderate,template_train
getting slightly breezy,UNSPECIFIED,airflow,decrease,mild,template_train
the living room is unbearably hot,zone_living,temperature,decrease,strong,template_train
"please fix the bed room, it's a bit chilly",zone_bedroom,temperature,increase,mild,template_train
we're sitting in the study room and it's blasting air everywhere,zone_office,airflow,decrease,strong,template_train
it's been slightly dry in the kitchen all day,zone_kitchen,humidity,increase,mild,template_train
kitchen is boiling,zone_kitchen,temperature,decrease,strong,template_train
dry in the study again,zone_office,humidity,increase,moderate,template_train
"can you do something about the guest room, it's drafty",zone_bedroom,airflow,decrease,moderate,template_train
"please fix the living room, it's a little cold",zone_living,temperature,increase,mild,template_train
"can you do something about the bed room, it's slightly dry",zone_bedroom,humidity,increase,mild,template_train
getting too cold,UNSPECIFIED,temperature,increase,moderate,template_train
we're sitting in the my son's room and it's like a wind tunnel,zone_bedroom,airflow,decrease,strong,template_train
"can you do something about the study, it's slightly stale",zone_office,airflow,increase,mild,template_train
it is quite hot in the game room,zone_living,temperature,decrease,moderate,template_train
we're sitting in the mud room and it's slightly stale,zone_common,airflow,increase,mild,template_train
the master bedroom is really dry,zone_bedroom,humidity,increase,moderate,template_train
the kitchen is completely airless,zone_kitchen,airflow,increase,strong,template_train
"can you do something about the lobby, it's a little clammy",zone_common,humidity,decrease,mild,template_train
"please fix the dining area, it's dripping with humidity",zone_common,humidity,decrease,strong,template_train
way too cold in the washroom again,zone_bathroom,temperature,increase,strong,template_train
"can you do something about the study room, its too hot",zone_office,temperature,decrease,moderate,template_train
it is completely airless in the bath,zone_bathroom,airflow,increase,strong,template_train
now its way too dry,UNSPECIFIED,humidity,increase,strong,template_train
we're sitting in the bath and it's absolutely freezing,zone_bathroom,temperature,increase,strong,template_train
the kitchen is too drafty,zone_kitchen,airflow,decrease,moderate,template_train
it's been so dry my throat hurts in the bathroom all day,zone_bathroom,humidity,increase,strong,template_train
still way too hot,UNSPECIFIED,temperature,decrease,strong,template_train
still boiling,UNSPECIFIED,temperature,decrease,strong,template_train
it is slightly dry in the lounge,zone_living,humidity,increase,mild,template_train
dining room is a bit humid,zone_common,humidity,decrease,mild,template_train
lobby is a little too warm,zone_common,temperature,decrease,mild,template_train
"can you do something about the master bedroom, it's a little cold",zone_bedroom,temperature,increase,mild,template_train
we're sitting in the dining room and it's too hot,zone_common,temperature,decrease,moderate,template_train
"please fix the bed room, it's quite hot",zone_bedroom,temperature,decrease,moderate,template_train
the dining area is way too dry,zone_common,humidity,increase,strong,template_train
sticky in the bathroom again,zone_bathroom,humidity,decrease,moderate,template_train
the study room is like a wind tunnel,zone_office,airflow,decrease,strong,template_train
the dining room is way too dry,zone_common,humidity,increase,strong,template_train
honestly it's just humid,UNSPECIFIED,humidity,decrease,moderate,template_train
so dry my throat hurts in the bathroom again,zone_bathroom,humidity,increase,strong,template_train
it's been muggy in the washroom all day,zone_bathroom,humidity,decrease,moderate,template_train
the study is dripping with humidity,zone_office,humidity,decrease,strong,template_train
we're sitting in the kitchen and it's really dry,zone_kitchen,humidity,increase,moderate,template_train
it's a bit humid,UNSPECIFIED,humidity,decrease,mild,template_train
we're sitting in the study and it's really dry,zone_office,humidity,increase,moderate,template_train
"can you do something about the my room, it's slightly stale",zone_bedroom,airflow,increase,mild,template_train
way too cold in the mud room again,zone_common,temperature,increase,strong,template_train
"please fix the lounge, it's too stuffy",zone_living,airflow,increase,moderate,template_train
still completely airless,UNSPECIFIED,airflow,increase,strong,template_train
drawing hall is too hot,zone_living,temperature,decrease,moderate,template_train
"please fix the bathroom, it's completely airless",zone_bathroom,airflow,increase,strong,template_train
the living room is way too dry,zone_living,humidity,increase,strong,template_train
"can you do something about teh mud room, it's colder than I'd like",zone_common,temperature,increase,moderate,template_train
a touch stuffy and warm in the washroom again,zone_bathroom,temperature,decrease,mild,template_train
now its freezing,UNSPECIFIED,temperature,increase,strong,template_train
it's slightly warm in here,UNSPECIFIED,temperature,decrease,mild,template_train
getting way too cold,UNSPECIFIED,temperature,increase,strong,template_train
it's suffocating in here,UNSPECIFIED,airflow,increase,strong,template_train
too cold in the my room again,zone_bedroom,temperature,increase,moderate,template_train
bed room is warmer than I'd like,zone_bedroom,temperature,decrease,moderate,template_train
getting like a wind tunnel,UNSPECIFIED,airflow,decrease,strong,template_train
it is unbearably muggy in the front room,zone_living,humidity,decrease,strong,template_train
it's been dry in teh kitchen all day,zone_kitchen,humidity,increase,moderate,template_train
still too cold,UNSPECIFIED,temperature,increase,moderate,template_train
it's a little clammy in here,UNSPECIFIED,humidity,decrease,mild,template_train
"please fix the study room, it's slightly breezy",zone_office,airflow,decrease,mild,template_train
it's dry,UNSPECIFIED,humidity,increase,moderate,template_train
it is a bit humid in the mud room,zone_common,humidity,decrease,mild,template_train
"please fix the washroom, it's slightly breezy",zone_bathroom,airflow,decrease,mild,template_train
master bedroom is like a wind tunnel,zone_bedroom,airflow,decrease,strong,template_train
we're sitting in the kitchen and it's muggy,zone_kitchen,humidity,decrease,moderate,template_train
it is not enough air moving in the sitting room,zone_living,airflow,increase,moderate,template_train
my room is slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
it's been quite cold in the mud room all day,zone_common,temperature,increase,moderate,template_train
teh master bedroom is unbearably muggy,zone_bedroom,humidity,decrease,strong,template_train
it is way too dry in the bed room,zone_bedroom,humidity,increase,strong,template_train
"please fix the front room, it's blasting air everywhere",zone_living,airflow,decrease,strong,template_train
"please fix the washroom, it's too stuffy",zone_bathroom,airflow,increase,moderate,template_train
too hot in the bed room again,zone_bedroom,temperature,decrease,moderate,template_train
its humid in here,UNSPECIFIED,humidity,decrease,moderate,template_train
now its really dry,UNSPECIFIED,humidity,increase,moderate,template_train
it is a little clammy in the bathroom,zone_bathroom,humidity,decrease,mild,template_train
"please fix the bed room, it's really dry",zone_bedroom,humidity,increase,moderate,template_train
we're sitting in the bedroom and it's a little clammy,zone_bedroom,humidity,decrease,mild,template_train
we're sitting in the kitchen and it's too stuffy,zone_kitchen,airflow,increase,moderate,template_train
it's been a touch cold in the dining area all day,zone_common,temperature,increase,mild,template_train
it is sticky in the bath,zone_bathroom,humidity,decrease,moderate,template_train
"can you do something about the study room, it's slightly dry",zone_office,humidity,increase,mild,template_train
"please fix the work room, it's quite hot",zone_office,temperature,decrease,moderate,template_train
"can you do something about teh sitting room, it's boiling",zone_living,temperature,decrease,strong,template_train
kitchen is really dry,zone_kitchen,humidity,increase,moderate,template_train
"can you do something about the guest room, it's absolutely freezing",zone_bedroom,temperature,increase,strong,template_train
it's been completely airless in the front room all day,zone_living,airflow,increase,strong,template_train
we're sitting in the work room and it's windy,zone_office,airflow,decrease,moderate,template_train
it's been slightly breezy in the my room all day,zone_bedroom,airflow,decrease,mild,template_train
"please fix the bedroom, it's slightly stale",zone_bedroom,airflow,increase,mild,template_train
my son's room is like a wind tunnel,zone_bedroom,airflow,decrease,strong,template_train
it's a touch cold again in here,UNSPECIFIED,temperature,increase,mild,template_train
"please fix the study room, it's boiling",zone_office,temperature,decrease,strong,template_train
honestly it's just like an icebox,UNSPECIFIED,temperature,increase,strong,template_train
the bathroom is quite hot,zone_bathroom,temperature,decrease,moderate,template_train
slightly dry in the bathroom again,zone_bathroom,humidity,increase,mild,template_train
it is sweltering in the dining room,zone_common,temperature,decrease,strong,template_train
still humid,UNSPECIFIED,humidity,decrease,moderate,template_train
too cold in the living room again,zone_living,temperature,increase,moderate,template_train
master bedroom is windy,zone_bedroom,airflow,decrease,moderate,template_train
lounge is freezing,zone_living,temperature,increase,strong,template_train
"please fix the bed room, it's unbearably muggy",zone_bedroom,humidity,decrease,strong,template_train
"can you do something about the kitchen, it's slightly dry",zone_kitchen,humidity,increase,mild,template_train
the kitchen is quite hot,zone_kitchen,temperature,decrease,moderate,template_train
guest room is suffocating,zone_bedroom,airflow,increase,strong,template_train
it's sweltering in here,UNSPECIFIED,temperature,decrease,strong,template_train
really dry in the game room again,zone_living,humidity,increase,moderate,template_train
teh kitchen is a touch stuffy and warm,zone_kitchen,temperature,decrease,mild,template_train
"can you do something about the sitting room, it's absolutely freezing",zone_living,temperature,increase,strong,template_train
we're sitting in the game room and it's freezing,zone_living,temperature,increase,strong,template_train
sweltering in the guest room again,zone_bedroom,temperature,decrease,strong,template_train
"can you do something about the bedroom, it's a little clammy",zone_bedroom,humidity,decrease,mild,template_train
it's been completely airless in the game room all day,zone_living,airflow,increase,strong,template_train
now it's absolutely freezin,UNSPECIFIED,temperature,increase,strong,template_train
front room is freezing,zone_living,temperature,increase,strong,template_train
